actual,pred_raw,pred_raw_se,pred_binary
0.0,0.6661226749420166,0.04524740720951846,1
1.0,0.6810310880343119,0.03794420503996677,1
0.0,0.27786851425965625,0.04808955018682178,0
0.0,0.8385247588157654,0.004153798180366366,1
0.0,0.4647643367449443,0.025106779657467135,0
0.0,0.08220583200454712,0.01600606213160073,0
0.0,0.6902279059092203,0.03000217225738687,1
1.0,0.7643492023150126,0.0007706735914451785,1
0.0,0.08821980872501929,0.032072665559840514,0
0.0,0.6292930046717325,0.014170878835264166,1
0.0,0.43865086634953815,0.017759063947244788,0
0.0,0.3762991925080617,0.01270356096040649,0
0.0,0.5558385650316874,0.012265075026520678,0
0.0,0.2089693248271942,0.02659377437748631,0
0.0,0.7434858679771423,0.03388217710790449,1
0.0,0.29469522337118786,0.029165390668860057,0
0.0,0.24096292754014334,0.03526405589524378,0
0.0,0.5427845815817515,0.029341850380803627,0
0.0,0.24096600711345673,0.008983158925745156,0
0.0,0.2486348350842794,0.006005426281821156,0
0.0,0.27387190361817676,0.030165687511395884,0
0.0,0.5666587352752686,0.0060515503214446644,0
0.0,0.12014538918932278,0.03920380019845523,0
0.0,0.6380507151285807,0.08365221853001455,1
0.0,0.11540292824308078,0.03247101623909459,0
1.0,0.6930288076400757,0.024239851088847252,1
0.0,0.14306358993053436,0.056533792371124485,0
0.0,0.25375333428382874,0.03794727248958589,0
0.0,0.16106907775004706,0.05361055721834869,0
0.0,0.05922362022101879,0.01867661731041958,0
0.0,0.4705540935198466,0.018419493932585643,0
1.0,0.6844764153162638,0.03953450274060056,1
0.0,0.25175000975529355,0.06270740978915293,0
0.0,0.1848802367846171,0.015693752548800115,0
1.0,0.635383407274882,0.022753884325260886,1
0.0,0.021780819942553837,0.013245979314556358,0
0.0,0.4451596736907959,0.02040948430747623,0
0.0,0.19100789229075113,0.052872137613809385,0
0.0,0.3107829988002777,0.022234147769684597,0
0.0,0.2653754651546478,0.022260101440773894,0
0.0,0.662238339583079,0.011835513354032693,1
0.0,0.611154834429423,0.01893288139738268,0
0.0,0.5951757033665975,0.01898014707797592,0
0.0,0.4385809501012166,0.027977562464842873,0
0.0,0.22548645734786987,0.017914484105084946,0
0.0,0.6994204719861349,0.008170539665426975,1
1.0,0.7168395121892294,0.024133385034469417,1
0.0,0.4769623676935832,0.04873212428587615,0
0.0,0.47448286414146423,0.008841548865027185,0
0.0,0.6122118631998698,0.022743869378562577,0
0.0,0.43658438324928284,0.017561136755687424,0
0.0,0.31585973501205444,0.03966221871813725,0
0.0,0.5948705077171326,0.004003022569150963,0
0.0,0.08537690465648969,0.01577939385622951,0
0.0,0.6884597341219584,0.02213526245092978,1
0.0,0.288601890206337,0.07609852059897709,0
0.0,0.4532691438992818,0.024857641074685657,0
0.0,0.5715250074863434,0.03662005952603531,0
0.0,0.18595003833373389,0.03987164672815242,0
0.0,0.5831510821978251,0.01589392542461309,0
0.0,0.7033232053120931,0.0040475771006249096,1
0.0,0.1681970159212748,0.05752521875849404,0
0.0,0.11863824725151062,0.03573360117300149,0
0.0,0.5827823281288147,0.023483453697150807,0
0.0,0.39448116223017377,0.05458275453772646,0
0.0,0.2150499994556109,0.05367359410520986,0
1.0,0.2624552398920059,0.05597218185360063,0
0.0,0.13031378636757532,0.0256747479989605,0
0.0,0.26565832396348316,0.07027916960352815,0
0.0,0.8208904067675272,0.00553557801823871,1
0.0,0.06536222621798515,0.0222913310532461,0
0.0,0.7779748241106669,0.017069582896289206,1
0.0,0.20657232403755188,0.005116530893683049,0
1.0,0.6243373354276022,0.0031778274200610916,1
0.0,0.5150599280993143,0.04254852343192433,0
0.0,0.2138101061185201,0.017291017213818802,0
0.0,0.8572164376576742,0.008976183542062297,1
0.0,0.42763611674308777,0.031167791541502406,0
0.0,0.316162645816803,0.017026850173728892,0
0.0,0.1585835963487625,0.0406508196298104,0
0.0,0.26118090252081555,0.01979864688108597,0
0.0,0.6603503823280334,0.012798920186689395,1
0.0,0.19241622587045035,0.03828546418854035,0
0.0,0.14219816029071808,0.004469320159972527,0
0.0,0.036822552947948374,0.012231959271125161,0
0.0,0.20925583690404892,0.10700564549513084,0
0.0,0.2179423769315084,0.013332597924905583,0
0.0,0.2257155030965805,0.04649212821355907,0
0.0,0.6698267459869385,0.029256116293882244,1
0.0,0.1624390830596288,0.041006113580045314,0
0.0,0.5584223469098409,0.022083084118863155,0
0.0,0.7161427736282349,0.03720221430664324,1
0.0,0.23950419326623282,0.040784921373677153,0
0.0,0.7221023440361023,0.01796242317756914,1
0.0,0.27497921387354535,0.010090054419771734,0
0.0,0.07745689091583093,0.02734567182058125,0
0.0,0.4024302065372467,0.047656743495025786,0
0.0,0.3439963459968567,0.02916708960045053,0
0.0,0.6764444708824158,0.004564517344756688,1
0.0,0.2878466645876567,0.024241533581898532,0
0.0,0.3827139735221863,0.03285689336011793,0
0.0,0.6652983824412028,0.01713466092356069,1
0.0,0.06987586586425702,0.04586886474009073,0
0.0,0.8150465885798136,0.04032018208530195,1
0.0,0.20683038234710693,0.04368787776424154,0
0.0,0.4091850221157074,0.025678971638038516,0
0.0,0.58378666639328,0.04205041244202719,0
0.0,0.20541678369045258,0.016933104749177325,0
0.0,0.2267309526602427,0.05206244578412012,0
0.0,0.6855979363123575,0.02985549745421959,1
1.0,0.6525105635325114,0.016053710060973485,1
0.0,0.6865655382474264,0.002331938650807002,1
0.0,0.27067992587884265,0.023001391456517844,0
0.0,0.1951073855161667,0.017092341726256628,0
0.0,0.6524486343065897,0.06442066765125548,1
0.0,0.2858140468597412,0.008075701840509656,0
0.0,0.6757266124089559,0.0275541887907223,1
0.0,0.23200003802776337,0.0520058261609914,0
0.0,0.48977524042129517,0.03020890916750905,0
0.0,0.6032198071479797,0.01882763855198101,0
0.0,0.7495178778966268,0.08319105365026673,1
0.0,0.4223642597595851,0.09201326092653772,0
1.0,0.4906390905380249,0.006618147209712013,0
1.0,0.4003461996714274,0.02599966348904163,0
0.0,0.6080945332845052,0.008341427812466917,0
0.0,0.7844971219698588,0.0053281645112941475,1
0.0,0.6982695261637369,0.015676820451868852,1
0.0,0.6545625527699789,0.012818922751501054,1
0.0,0.6770853598912557,0.007486611255912959,1
0.0,0.63142196337382,0.038084991440280616,1
1.0,0.7352492809295654,0.03309220488015416,1
0.0,0.08907319294909637,0.02994849957697176,0
0.0,0.45854931076367694,0.011810827557815259,0
0.0,0.12830698986848196,0.039668568493717186,0
1.0,0.5905446211496989,0.0056166693607381905,0
0.0,0.6968986392021179,0.0010965053303879301,1
0.0,0.7171342174212137,0.010045935444887057,1
0.0,0.22013956308364868,0.01913107694488691,0
0.0,0.11200730502605438,0.03493635436712593,0
0.0,0.27912700672944385,0.042129679561468424,0
0.0,0.7253690759340922,0.0030410182946708306,1
0.0,0.14538929611444473,0.05454426739702657,0
0.0,0.4609301487604777,0.051914386598897654,0
0.0,0.16885439803202948,0.0410632897090174,0
0.0,0.20654496550559998,0.02575354133266763,0
0.0,0.6837810476620992,0.04188716064899596,1
0.0,0.47445566455523175,0.032821928959336964,0
0.0,0.6976607441902161,0.010458547604782443,1
0.0,0.49475910266240436,0.05660107822675396,0
0.0,0.7996127406756083,0.011755955984706589,1
0.0,0.6824938654899597,0.01744934119156139,1
0.0,0.30993982156117755,0.0020595239459993307,0
0.0,0.5090735852718353,0.007042564212480462,0
0.0,0.058573681861162186,0.009325740135569137,0
0.0,0.6334233482678732,0.010278812632243393,1
0.0,0.5124437908331553,0.015302889701306109,0
0.0,0.11020518218477567,0.03497140406964418,0
0.0,0.470975786447525,0.016116446970903326,0
0.0,0.34721742073694867,0.02295024603949048,0
0.0,0.7074563105901083,0.017445249521214776,1
0.0,0.4580484131971995,0.02920314879489176,0
0.0,0.551496277252833,0.030877246674855963,0
0.0,0.08200320849816005,0.022996580434343276,0
0.0,0.39740336934725445,0.03965004089225586,0
0.0,0.5860183238983154,0.022247369186942874,0
0.0,0.6169776519139608,0.02773870995475379,0
0.0,0.5577168663342794,0.028970553675139107,0
0.0,0.6520446340243021,0.029333465753515395,1
0.0,0.29770342508951825,0.016081997268910048,0
0.0,0.5903970996538798,0.020322199079121517,0
0.0,0.6247180700302124,0.04266976561101973,1
0.0,0.18807439506053925,0.013821208172371782,0
0.0,0.24184112747510275,0.011979276219219891,0
0.0,0.5681470533212026,0.03819876507252197,0
0.0,0.459054172039032,0.03497941349795823,0
0.0,0.4008732537428538,0.08363257737783213,0
0.0,0.5998480518658956,0.01754370869536327,0
0.0,0.4474889934062958,0.01969777574689522,0
0.0,0.5211046834786733,0.02459361797879646,0
0.0,0.2783024460077286,0.045404742675645045,0
0.0,0.13225303093592325,0.035920798253688824,0
0.0,0.16420076290766397,0.007351095389263711,0
0.0,0.5100066264470419,0.018981464081255714,0
0.0,0.13021651655435562,0.030475580223827747,0
0.0,0.6778451999028524,0.035721834183785016,1
0.0,0.12718699624141058,0.05538157918204094,0
0.0,0.6286593675613403,0.005774620859023773,1
1.0,0.6675265828768412,0.019827340420552366,1
0.0,0.08598742509881656,0.016072347503554317,0
0.0,0.2855420261621475,0.05453760186807655,0
0.0,0.6749313871065775,0.009236270188126562,1
0.0,0.6297381321589152,0.04266024878448582,1
0.0,0.45724397897720337,0.006992495010516076,0
0.0,0.4168221900860469,0.08911640993426326,0
0.0,0.6792570749918619,0.010844556540690945,1
0.0,0.12156666691104571,0.044647151378334096,0
0.0,0.2657186935345332,0.03134780260310535,0
0.0,0.2564103404680888,0.008332102900907044,0
0.0,0.48191574215888977,0.025344610287970026,0
0.0,0.6823025544484457,0.009203058057276977,1
0.0,0.43824905157089233,0.036022248503093615,0
0.0,0.3188691933949788,0.012182996190120574,0
0.0,0.6875011324882507,0.03155425968626484,1
0.0,0.45868677894274396,0.016659736985653453,0
0.0,0.5885668794314066,0.00716261018895928,0
0.0,0.24781842529773712,0.05387718402116333,0
0.0,0.44398248195648193,0.005213099782998544,0
0.0,0.19724672536055246,0.03938867552970303,0
0.0,0.27343758940696716,0.0336694554631305,0
0.0,0.08355486517151196,0.047716481633359314,0
0.0,0.04623544309288263,0.026951288923597924,0
1.0,0.42033570011456806,0.026372700279005616,0
0.0,0.6589837272961935,0.020562572115625,1
0.0,0.6017465988794962,0.01068098819634288,0
0.0,0.07722725595037143,0.022493705203545156,0
0.0,0.7777289946873983,0.02401192519011288,1
0.0,0.2735309104124705,0.009044234430455465,0
0.0,0.4416748583316803,0.03624983269951122,0
0.0,0.7362421154975891,0.011784853135435664,1
0.0,0.497690091530482,0.02244360712369075,0
1.0,0.37684475382169086,0.03203427815240189,0
0.0,0.6911598841349283,0.02614299200366726,1
0.0,0.7340612808863322,0.011645887944945327,1
0.0,0.23562103261550268,0.1026764693079461,0
0.0,0.6920340855916342,0.0394314283445403,1
0.0,0.6504647930463155,0.027615416775657854,1
0.0,0.5621878802776337,0.0361308453328648,0
0.0,0.6221708655357361,0.0227579480859935,1
0.0,0.28341423471768695,0.0439588844323014,0
0.0,0.5025667548179626,0.06026881599667666,0
0.0,0.3619491358598073,0.035494773149681774,0
0.0,0.11736746629079182,0.02287299063430773,0
0.0,0.18461217731237411,0.03679997643507383,0
0.0,0.5294217268625895,0.019350267136659577,0
0.0,0.2711131274700165,0.008883258816798072,0
0.0,0.29228002826372784,0.018820862352122738,0
0.0,0.04425878822803497,0.03216349814911091,0
0.0,0.5533609290917715,0.03360867451351203,0
0.0,0.5570309559504191,0.0048688851632225395,0
0.0,0.0985001487036546,0.0171577188812482,0
0.0,0.7848029335339864,0.009573952019967132,1
0.0,0.6980856458346049,0.06097546182069742,1
0.0,0.35971219340960187,0.040961332024068244,0
0.0,0.044422404219706856,0.0035785965296695824,0
1.0,0.7801704406738281,0.008867842517796569,1
0.0,0.18432324628035227,0.023966220613823537,0
0.0,0.6608567237854004,0.012341277834673864,1
0.0,0.2742716868718465,0.02410042499437921,0
0.0,0.2326335459947586,0.020889981588330518,0
0.0,0.7200415333112081,0.009329985913798489,1
0.0,0.5833762685457865,0.00857153095395913,0
0.0,0.131244208663702,0.05697301784181441,0
0.0,0.15909532209237418,0.00807928174178973,0
0.0,0.5702711741129557,0.028238506659802674,0
0.0,0.1564850645760695,0.053400636371622776,0
0.0,0.06447501542667548,0.03315814548675652,0
0.0,0.1823775072892507,0.017119639342708107,0
0.0,0.6914357344309489,0.034859223106790155,1
0.0,0.014436753389115134,0.006110381008880947,0
0.0,0.31058358152707416,0.022591580248475292,0
0.0,0.20381398499011993,0.00514541676314784,0
0.0,0.46532461047172546,0.029975064914517725,0
0.0,0.02761525350312392,0.006954072270490261,0
0.0,0.7755482792854309,0.020438154110431886,1
1.0,0.8070220748583475,0.01212937299077786,1
0.0,0.5347721576690674,0.02555083798621278,0
0.0,0.28507763147354126,0.04512808028202006,0
0.0,0.5146352350711823,0.035287810306379334,0
0.0,0.5859682758649191,0.015850517208450238,0
0.0,0.7370902299880981,0.009637553240328712,1
0.0,0.7907928427060446,0.03322932959739519,1
0.0,0.6635040839513143,0.028525736373464686,1
0.0,0.33143357435862225,0.0027214851618658775,0
0.0,0.6454753677050272,0.014464524825883644,1
0.0,0.055437721932927765,0.022415058184442768,0
0.0,0.06757178530097008,0.012961589967891754,0
0.0,0.07616857687632243,0.023517839375403842,0
0.0,0.45220816135406494,0.02266763427886696,0
0.0,0.6425806482632955,0.014387721078656582,1
0.0,0.5333695014317831,0.021243242400105694,0
0.0,0.29557016988595325,0.049249172034909396,0
0.0,0.7789013584454855,0.021459867099162123,1
0.0,0.5922926962375641,0.05649781824980318,0
0.0,0.5116921464602152,0.02488901410818514,0
0.0,0.3699124753475189,0.020521031082166238,0
0.0,0.16695096343755722,0.031604597420361626,0
0.0,0.7128275831540426,0.011217647566844851,1
0.0,0.22284960001707077,0.050667181497583216,0
0.0,0.8316061496734619,0.019076310567472648,1
0.0,0.5098417401313782,0.0258861135064413,0
0.0,0.1642400175333023,0.018468257461877895,0
0.0,0.6067185997962952,0.01518357371003072,0
0.0,0.7344139417012533,0.02201818857515578,1
0.0,0.41181300083796185,0.04350259584306958,0
0.0,0.7300592263539633,0.05836369659467441,1
0.0,0.7256035804748535,0.023801772356856137,1
0.0,0.2795448452234268,0.025970514937518417,0
0.0,0.6920106410980225,0.03594825594625961,1
0.0,0.6366118391354879,0.004318302011955226,1
0.0,0.41584442059199017,0.026866294283948995,0
0.0,0.6356096267700195,0.01731613011561048,1
0.0,0.1009325459599495,0.03325372458287213,0
0.0,0.10902550506095092,0.03791782953438326,0
0.0,0.6735524336496989,0.01703705478367234,1
0.0,0.43460677067438763,0.027138169764062824,0
0.0,0.48999221126238507,0.012482746467668395,0
1.0,0.6098470290501913,0.008580577899739808,0
0.0,0.5790467262268066,0.017555188665515014,0
0.0,0.2453127900759379,0.060458733159126594,0
0.0,0.18052290255824724,0.05087351743655918,0
0.0,0.5960222283999125,0.03572295423470972,0
0.0,0.10629000638922055,0.01883595105271672,0
0.0,0.33187833428382874,0.018393447403499786,0
0.0,0.2018413543701172,0.019000780430572746,0
0.0,0.6502516667048136,0.037877454609302606,1
0.0,0.3787977298100789,0.020636723705643956,0
0.0,0.3654899795850118,0.030150527624475402,0
0.0,0.7470927039782206,0.017739619449757032,1
0.0,0.31938734153906506,0.05726081159611769,0
0.0,0.15259553492069244,0.016758256634613625,0
1.0,0.40905710061391193,0.019865085011624286,0
0.0,0.7343997756640116,0.025192700157147533,1
0.0,0.14146904398997626,0.019870224472411595,0
1.0,0.722025732199351,0.010023694846198635,1
0.0,0.07679207685093085,0.02514595677186347,0
0.0,0.5321291387081146,0.028620864199044988,0
0.0,0.651225209236145,0.006640275766044331,1
0.0,0.7334805329640707,0.009436464128660874,1
0.0,0.8058409690856934,0.0292020900494034,1
0.0,0.7258445223172506,0.020602224782826292,1
0.0,0.1644936352968216,0.0377484964388077,0
1.0,0.7235978643099467,0.021802360648985875,1
0.0,0.7016918261845907,0.010116624310612521,1
0.0,0.6273354291915894,0.00598874234266033,1
1.0,0.7499607801437378,0.04360517044723782,1
1.0,0.559832880894343,0.03398324275115534,0
0.0,0.5022560954093933,0.02250391744937856,0
0.0,0.2967812418937683,0.010450858972094254,0
0.0,0.06508621449271838,0.031368799914638444,0
1.0,0.6923324465751648,0.03788822261655133,1
1.0,0.7807131012280782,0.022796542535322314,1
0.0,0.6966630816459656,0.019910726542319436,1
0.0,0.6964414914449056,0.036670189938711475,1
0.0,0.37105915943781537,0.0019852656495573003,0
1.0,0.755496879418691,0.02361151572834269,1
0.0,0.03454611202081045,0.007898007459014368,0
0.0,0.3805743257204692,0.021007343492976033,0
0.0,0.6517373522122701,0.038670620056286395,1
0.0,0.6113951007525126,0.01129303275300337,0
0.0,0.7576257983843485,0.03265301946485773,1
0.0,0.10505486900607745,0.04949032722690269,0
0.0,0.695461372534434,0.021752261842985374,1
0.0,0.522250771522522,0.025664761523109123,0
0.0,0.6548673113187155,0.03438726959179905,1
0.0,0.44531407952308655,0.013453599406674554,0
0.0,0.6460708777109782,0.022064123626719973,1
0.0,0.828081210454305,0.002616940193696966,1
0.0,0.4647443989912669,0.030399459593879068,0
0.0,0.15866383165121078,0.029042678083949346,0
0.0,0.6198585629463196,0.05424141608596942,1
0.0,0.3855360249678294,0.01337569138200381,0
0.0,0.0581269059330225,0.016677315459568985,0
0.0,0.5965345501899719,0.02080085747109801,0
1.0,0.8504458864529928,0.01723574529968304,1
